ICD O 3 topogrophy code (modified),ICD O 3 topography code,SNOMED CT CODES,Region (level 1),Organ system (Level 2),Broad Site (Level 3),Site (Level 4),
C44.5.L,C44.5.,,Trunk,Skin,SKIN,Skin of abdominal wall-Left,
C44.5.L,C44.5.,76261009,Upper limb,Skin,SKIN,Skin of axilla-Left,
C44.5.L,C44.5.,66643007,Trunk,Skin,SKIN,Skin of back-Left,
C44.5.L,C44.5.,82038008,Thoracic,Skin,SKIN,Skin of breast-Left,
C44.5.L,C44.5.,22180002,Lower limb,Skin,SKIN,Skin of buttock-Left,
C44.5.L,C44.5.,,Thoracic,Skin,SKIN,Skin of chest wall-Left,
C44.5.L,C44.5.,74160004,Thoracic,Skin,SKIN,Skin of chest-Left,
C44.5.L,C44.5.,34284005,Trunk,Skin,SKIN,Skin of flank-Left,
C44.5.L,C44.5.,,Lower limb,Skin,SKIN,Skin of gluteal region-Left,
C44.5.L,C44.5.,39687006,Lower limb,Skin,SKIN,Skin of groin-Left,
C44.5.L,C44.5.,66288003,Thoracic,Skin,SKIN,Skin of infraclavicular region-Left,
C44.5.L,C44.5.,39687006,Lower limb,Skin,SKIN,Skin of inguinal region-Left,
C44.5.L,C44.5.,181516000,Upper limb,Skin,SKIN,Skin of scapular region-Left,
C44.5.L,C44.5.,,Thoracic,Skin,SKIN,Skin of thoracic wall-Left,
C44.5.L,C44.5.,181496004,Thoracic,Skin,SKIN,Skin of thorax-Left,
C44.5.R,C44.5.,75093004,Trunk,Skin,SKIN,Skin of abdomen-Right,
C44.5.R,C44.5.,,Trunk,Skin,SKIN,Skin of abdominal wall-Right,
C44.5.R,C44.5.,76261009,Upper limb,Skin,SKIN,Skin of axilla-Right,
C44.5.R,C44.5.,66643007,Trunk,Skin,SKIN,Skin of back-Right,
C44.5.R,C44.5.,82038008,Thoracic,Skin,SKIN,Skin of breast-Right,
C44.5.R,C44.5.,22180002,Lower limb,Skin,SKIN,Skin of buttock-Right,
C44.5.R,C44.5.,,Thoracic,Skin,SKIN,Skin of chest wall-Right,
C44.5.R,C44.5.,74160004,Thoracic,Skin,SKIN,Skin of chest-Right,
C44.5.R,C44.5.,34284005,Trunk,Skin,SKIN,Skin of flank-Right,
C44.5.R,C44.5.,,Lower limb,Skin,SKIN,Skin of gluteal region-Right,
C44.5.R,C44.5.,39687006,Lower limb,Skin,SKIN,Skin of groin-Right,
C44.5.R,C44.5.,66288003,Thoracic,Skin,SKIN,Skin of infraclavicular region-Right,
C44.5.R,C44.5.,39687006,Lower limb,Skin,SKIN,Skin of inguinal region-Right,
C44.5.R,C44.5.,181516000,Upper limb,Skin,SKIN,Skin of scapular region-Right,
C44.5.R,C44.5.,,Thoracic,Skin,SKIN,Skin of thoracic wall-Right,
C44.5.R,C44.5.,181496004,Thoracic,Skin,SKIN,Skin of thorax-Right,
C44.6,C44.6,,Upper limb,Skin,SKIN,Skin of antecubital space,
C44.6,C44.6,42339008,Upper limb,Skin,SKIN,Skin of arm,
C44.6,C44.6,74757004,Upper limb,Skin,SKIN,Skin of elbow,
C44.6,C44.6,56213003,Upper limb,Skin,SKIN,Skin of finger,
C44.6,C44.6,5742000,Upper limb,Skin,SKIN,Skin of forearm,
C44.6,C44.6,33712006,Upper limb,Skin,SKIN,Skin of hand,
C44.6,C44.6,181544004,Upper limb,Skin,SKIN,Skin of palm,
C44.6,C44.6,76552005,Upper limb,Skin,SKIN,Skin of shoulder,
C44.6,C44.6,59354007,Upper limb,Skin,SKIN,Skin of thumb,
C44.6,C44.6,244130001,Upper limb,Skin,SKIN,Skin of upper limb,
C44.6,C44.6,24785000,Upper limb,Skin,SKIN,Skin of wrist,
C44.6.L,C44.6.,,Upper limb,Skin,SKIN,Skin of antecubital space-Left,
C44.6.L,C44.6.,42339008,Upper limb,Skin,SKIN,Skin of arm-Left,
C44.6.L,C44.6.,74757004,Upper limb,Skin,SKIN,Skin of elbow-Left,
C44.6.L,C44.6.,56213003,Upper limb,Skin,SKIN,Skin of finger-Left,
C44.6.L,C44.6.,5742000,Upper limb,Skin,SKIN,Skin of forearm-Left,
C44.6.L,C44.6.,33712006,Upper limb,Skin,SKIN,Skin of hand-Left,
C44.6.L,C44.6.,181544004,Upper limb,Skin,SKIN,Skin of palm-Left,
C44.6.L,C44.6.,76552005,Upper limb,Skin,SKIN,Skin of shoulder-Left,
C44.6.L,C44.6.,59354007,Upper limb,Skin,SKIN,Skin of thumb-Left,
C44.6.L,C44.6.,244130001,Upper limb,Skin,SKIN,Skin of upper limb-Left,
C44.6.L,C44.6.,24785000,Upper limb,Skin,SKIN,Skin of wrist-Left,
C44.6.R,C44.6.,,Upper limb,Skin,SKIN,Skin of antecubital space-Right,
C44.6.R,C44.6.,42339008,Upper limb,Skin,SKIN,Skin of arm-Right,
C44.6.R,C44.6.,74757004,Upper limb,Skin,SKIN,Skin of elbow-Right,
C44.6.R,C44.6.,56213003,Upper limb,Skin,SKIN,Skin of finger-Right,
C44.6.R,C44.6.,5742000,Upper limb,Skin,SKIN,Skin of forearm-Right,
C44.6.R,C44.6.,33712006,Upper limb,Skin,SKIN,Skin of hand-Right,
C44.6.R,C44.6.,181544004,Upper limb,Skin,SKIN,Skin of palm-Right,
C44.6.R,C44.6.,76552005,Upper limb,Skin,SKIN,Skin of shoulder-Right,
C44.6.R,C44.6.,59354007,Upper limb,Skin,SKIN,Skin of thumb-Right,
C44.6.R,C44.6.,244130001,Upper limb,Skin,SKIN,Skin of upper limb-Right,
C44.6.R,C44.6.,24785000,Upper limb,Skin,SKIN,Skin of wrist-Right,
C44.7,C44.7,67269001,Lower limb,Skin,SKIN,Skin of ankle,
C44.7,C44.7,244181006,Lower limb,Skin,SKIN,Skin of calf,
C44.7,C44.7,60496002,Lower limb,Skin,SKIN,Skin of foot,
C44.7,C44.7,84607009,Lower limb,Skin,SKIN,Skin of heel,
C44.7,C44.7,49812005,Lower limb,Skin,SKIN,Skin of hip,
C44.7,C44.7,63464009,Lower limb,Skin,SKIN,Skin of knee,
C44.7,C44.7,75144006,Lower limb,Skin,SKIN,Skin of leg,
C44.7,C44.7,181528008,Lower limb,Skin,SKIN,Skin of lower limb,
C44.7,C44.7,,Lower limb,Skin,SKIN,Skin of popliteal space,
C44.7,C44.7,66935000,Lower limb,Skin,SKIN,Skin of thigh,
C44.7,C44.7,52034004,Lower limb,Skin,SKIN,Skin of toe,
C44.7.L,C44.7.,67269001,Lower limb,Skin,SKIN,Skin of ankle-Left,
C44.7.L,C44.7.,244181006,Lower limb,Skin,SKIN,Skin of calf-Left,
C44.7.L,C44.7.,60496002,Lower limb,Skin,SKIN,Skin of foot-Left,
C44.7.L,C44.7.,84607009,Lower limb,Skin,SKIN,Skin of heel-Left,
C44.7.L,C44.7.,49812005,Lower limb,Skin,SKIN,Skin of hip-Left,
C44.7.L,C44.7.,63464009,Lower limb,Skin,SKIN,Skin of knee-Left,
C44.7.L,C44.7.,75144006,Lower limb,Skin,SKIN,Skin of leg-Left,
C44.7.L,C44.7.,181528008,Lower limb,Skin,SKIN,Skin of lower limb-Left,
C44.7.L,C44.7.,,Lower limb,Skin,SKIN,Skin of popliteal space-Left,
C44.7.L,C44.7.,66935000,Lower limb,Skin,SKIN,Skin of thigh-Left,
C44.7.L,C44.7.,52034004,Lower limb,Skin,SKIN,Skin of toe-Left,
C44.7.R,C44.7.,67269001,Lower limb,Skin,SKIN,Skin of ankle-Right,
C44.7.R,C44.7.,244181006,Lower limb,Skin,SKIN,Skin of calf-Right,
C44.7.R,C44.7.,60496002,Lower limb,Skin,SKIN,Skin of foot-Right,
C44.7.R,C44.7.,84607009,Lower limb,Skin,SKIN,Skin of heel-Right,
C44.7.R,C44.7.,49812005,Lower limb,Skin,SKIN,Skin of hip-Right,
C44.7.R,C44.7.,63464009,Lower limb,Skin,SKIN,Skin of knee-Right,
C44.7.R,C44.7.,75144006,Lower limb,Skin,SKIN,Skin of leg-Right,
C44.7.R,C44.7.,181528008,Lower limb,Skin,SKIN,Skin of lower limb-Right,
C44.7.R,C44.7.,,Lower limb,Skin,SKIN,Skin of popliteal space-Right,
C44.7.R,C44.7.,66935000,Lower limb,Skin,SKIN,Skin of thigh-Right,
C44.7.R,C44.7.,52034004,Lower limb,Skin,SKIN,Skin of toe-Right,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of cervical region,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of cheek,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of chin,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of face,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of forehead,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of head,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of neck,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of pterygoid fossa,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of scalp,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of supraclavicular region,
C47.0,C47.0,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of temple,
C47.0.L,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of cervical region-Left,
C47.0.L,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of cheek-Left,
C47.0.L,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of face-Left,
C47.0.L,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of neck-Left,
C47.0.L,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of pterygoid fossa-Left,
C47.0.L,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of supraclavicular region-Left,
C47.0.L,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of temple-Left,
C47.0.R,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of cervical region-Right,
C47.0.R,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of cheek-Right,
C47.0.R,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of face-Right,
C47.0.R,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of neck-Right,
C47.0.R,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of pterygoid fossa-Right,
C47.0.R,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of supraclavicular region-Right,
C47.0.R,C47.0.,,Head Neck,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of temple-Right,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of antecubital space,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of arm,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of elbow,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of finger,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of forearm,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of hand,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of shoulder,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thumb,
C47.1,C47.1,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of wrist,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of antecubital space-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of arm-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of elbow-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of finger-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of forearm-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of hand-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of shoulder-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thumb-Left,
C47.1.L,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of wrist-Left,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of antecubital space-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of arm-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of elbow-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of finger-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of forearm-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of hand-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of shoulder-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thumb-Right,
C47.1.R,C47.1.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of wrist-Right,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of ankle,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of calf,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of foot,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of heel,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of hip,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of knee,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of leg,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of popliteal space,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thigh,
C47.2,C47.2,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of toe,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of ankle-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of calf-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of foot-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of heel-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of hip-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of knee-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of leg-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of popliteal space-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thigh-Left,
C47.2.L,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of toe-Left,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of ankle-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of calf-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of foot-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of heel-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of hip-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of knee-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of leg-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of popliteal space-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thigh-Right,
C47.2.R,C47.2.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of toe-Right,
C47.3,C47.3,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of axilla,
C47.3,C47.3,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of chest,
C47.3,C47.3,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of chest wall,
C47.3,C47.3,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of infraclavicular region,
C47.3,C47.3,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of scapular region,
C47.3,C47.3,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thoracic wall,
C47.3.L,C47.3.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of axilla-Left,
C47.3.L,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of chest wall-Left,
C47.3.L,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of chest-Left,
C47.3.L,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of infraclavicular region-Left,
C47.3.L,C47.3.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of scapular region-Left,
C47.3.L,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thoracic wall-Left,
C47.3.R,C47.3.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of axilla-Right,
C47.3.R,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of chest wall-Right,
C47.3.R,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of chest-Right,
C47.3.R,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of infraclavicular region-Right,
C47.3.R,C47.3.,,Upper limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of scapular region-Right,
C47.3.R,C47.3.,,Thoracic,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of thoracic wall-Right,
C47.4,C47.4,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of abdominal wall,
C47.4,C47.4,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of umbilicus,
C47.4.L,C47.4.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of abdominal wall-Left,
C47.4.L,C47.4.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of umbilicus-Left,
C47.4.R,C47.4.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of abdominal wall-Right,
C47.4.R,C47.4.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of umbilicus-Right,
C47.5,C47.5,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of buttock,
C47.5,C47.5,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of gluteal region,
C47.5,C47.5,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of groin,
C47.5,C47.5,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of inguinal region,
C47.5,C47.5,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of perineum,
C47.5,C47.5,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of sacrococcygeal region,
C47.5.L,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of buttock-Left,
C47.5.L,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of gluteal region-Left,
C47.5.L,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of groin-Left,
C47.5.L,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of inguinal region-Left,
C47.5.L,C47.5.,,Perineum,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of perineum-Left,
C47.5.L,C47.5.,,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of sacrococcygeal region-Left,
C47.5.R,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of buttock-Right,
C47.5.R,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of gluteal region-Right,
C47.5.R,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of groin-Right,
C47.5.R,C47.5.,,Lower limb,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of inguinal region-Right,
C47.5.R,C47.5.,,Perineum,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of perineum-Right,
C47.5.R,C47.5.,,Pelvis,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of sacrococcygeal region-Right,
C47.6,C47.6,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of back,
C47.6,C47.6,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of flank,
C47.6,C47.6,127956006,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of trunk,
C47.6.L,C47.6.,,Trunk,Nervous system,PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM,Peripheral nerve of back-Left,
